序号,年份,学科门类,项目类别,项目名称,申请人,学校名称
283.0,2011,法学,青年基金项目,国家主权视角下的边防管理实践与思考,牛继承,中国人民武装警察部队学院
284.0,2011,法学,青年基金项目,DNA证据相关问题研究,袁丽,中国政法大学
285.0,2011,法学,青年基金项目,事业单位改革中的公法人制度构建,秦奥蕾,中国政法大学
286.0,2011,法学,青年基金项目,刑事推定规制之实证研究,褚福民,中国政法大学
287.0,2011,法学,青年基金项目,当代民事诉讼思潮研究,韩波,中国政法大学
288.0,2011,法学,青年基金项目,《外资并购境内企业安全审查法律规制研究》,武长海,中国政法大学
289.0,2011,法学,青年基金项目,后京都时代气候变化国际制度的实施,兰花,中国政法大学
290.0,2011,法学,青年基金项目,规范、逻辑与法律论证,雷磊,中国政法大学
291.0,2011,法学,青年基金项目,南海争端被提交第三方程序的可能性研究,高健军,中国政法大学
292.0,2011,法学,青年基金项目,高校司法鉴定机构质量管理体系构建与运行,郭兆明,中国政法大学
293.0,2011,法学,青年基金项目,刑事政策运行的社会基础研究,焦俊峰,中南财经政法大学
294.0,2011,法学,青年基金项目,合作式食品安全风险规制及其法制化研究,戚建刚,中南财经政法大学
295.0,2011,法学,青年基金项目,网络时代音乐著作权许可模式研究,熊琦,中南财经政法大学
296.0,2011,法学,青年基金项目,经济转型与法律变革之互动：美国经验及其中国借鉴,王红霞,中南大学
297.0,2011,法学,青年基金项目,服务行政视野下的激励型监管程序立法研究,李沫,中南大学
298.0,2011,法学,青年基金项目,环境难民权利保障研究,廖华,中南民族大学
299.0,2011,法学,青年基金项目,明清法律知识的生产与传播,杜金,中山大学
300.0,2011,法学,青年基金项目,走向低碳化：能源监管法律制度革新,邱新,中山大学
301.0,2011,法学,青年基金项目,多哈回合反倾销规则谈判研究,张亮,中山大学
302.0,2011,法学,青年基金项目,双边投资协定核心条款研究,梁丹妮,中山大学
303.0,2011,法学,青年基金项目,社区司法模式：转型期中国轻罪治理的刑事一体化选择,王琪,中央民族大学
304.0,2011,法学,青年基金项目,少数民族非物质文化遗产法律保护研究,田艳,中央民族大学
305.0,2011,法学,青年基金项目,我国收容教养制度实证分析与改革路径研究,栗志杰,中央司法警官学院
306.0,2011,法学,青年基金项目,人大与法院关系研究——以法院工作报告制度为视角,彭美,重庆科技学院
307.0,2011,法学,自筹经费项目,企业并购中的知识产权风险研究,徐棣枫,南京大学
308.0,2011,法学,自筹经费项目,律师公共责任研究,许身健,中国政法大学
309.0,2011,法学,自筹经费项目,外资并购安全审查中外国投资者作为实际控制人的身份识别问题研究,王小琼,中南财经政法大学
310.0,2011,港澳台问题研究,规划基金项目,1950年以来中国台湾与非洲的关系研究,龙向阳,华南师范大学
311.0,2011,港澳台问题研究,规划基金项目,海峡两岸治理体系研究,杨丹伟,南京大学
312.0,2011,港澳台问题研究,青年基金项目,海峡两岸持续合作的动力与机制研究,唐桦,厦门大学
313.0,2011,港澳台问题研究,青年基金项目,后ECFA时代长三角地区承接台湾知识密集型服务业集群迁移的实证研究,朱正浩,浙江工商职业技术学院
314.0,2011,管理学,规划基金项目,压力情境下内在激励对创新行为的影响机理：基于科技人力资源样本的实证研究,杜鹏程,安徽大学
315.0,2011,管理学,规划基金项目,区域战略人力资源协同开发机制研究——基于区域一体化的研究视角,钱士茹,安徽大学
316.0,2011,管理学,规划基金项目,基于模块化视角的产业自主创新演化规律研究,张治栋,安徽大学
317.0,2011,管理学,规划基金项目,区域创新投入结构及其经济绩效评价研究,曹泽,安徽建筑工业学院
318.0,2011,管理学,规划基金项目,创业氛围的作用机理与演化路径研究,吴义刚,安徽农业大学
319.0,2011,管理学,规划基金项目,价值工程在机械制造企业低碳生产中的应用研究,张铁山,北方工业大学
320.0,2011,管理学,规划基金项目,西北民族地区回族老字号品牌进化路径与政策研究,杨保军,北方民族大学
321.0,2011,管理学,规划基金项目,政府基本公共服务标准化和可持续问题研究,梁鸿飞,北京大学
322.0,2011,管理学,规划基金项目,基于价值链的风险溢出与投资转移研究,尹美群,北京第二外国语学院
323.0,2011,管理学,规划基金项目,制度压力对中国企业社会责任影响机制研究——以服务企业,谷慧敏,北京第二外国语学院
324.0,2011,管理学,规划基金项目,跨组织控制：激励模式与合作绩效研究,穆林娟,北京工商大学
325.0,2011,管理学,规划基金项目,集团董事会治理与财务公司（结算中心）风险控制,袁琳,北京工商大学
326.0,2011,管理学,规划基金项目,企业文化对物流外包关系及企业绩效的影响：基于中国的实证研究,谢琍,北京工业大学
327.0,2011,管理学,规划基金项目,产品在线口碑活跃度的演化测算和异质性研究,李红,北京航空航天大学
328.0,2011,管理学,规划基金项目,基于多目标决策的政策性财政项目支出绩效评价模式研究,王淑慧,北京化工大学
329.0,2011,管理学,规划基金项目,贫困标准的变迁与反贫困政策——美国的经验及其对当代中国的启示,甫玉龙,北京化工大学
330.0,2011,管理学,规划基金项目,BOT项目的风险补偿机制研究,叶苏东,北京交通大学
331.0,2011,管理学,规划基金项目,低碳产品消费行为影响因素及作用路径：模型与实证研究,王月辉,北京理工大学
332.0,2011,管理学,规划基金项目,京津风沙源治理工程生态影响价值计量及后续政策研究,王立群,北京林业大学
333.0,2011,管理学,规划基金项目,高等院校教师的胜任特征研究,李淑敏,北京外国语大学
334.0,2011,管理学,规划基金项目,食品可追溯信息有效传递的激励机制研究,魏国辰,北京物资学院
335.0,2011,管理学,规划基金项目,西部及欠发达地区微型企业生存发展边界研究,孙启明,北京邮电大学
336.0,2011,管理学,规划基金项目,基于网络信息传播理论的团购营销策略研究,宁连举,北京邮电大学
337.0,2011,管理学,规划基金项目,XBRL统一报告研究：基于本体论视角,杜美杰,北京语言大学
338.0,2011,管理学,规划基金项目,行业特色型高校教师绩效激励机制构建研究——基于国际经验的比较视阈,尹冠生,长安大学
339.0,2011,管理学,规划基金项目,高规格创新网络演化路径寻优研究：以新能源汽车为例,刘兰剑,长安大学
340.0,2011,管理学,规划基金项目,综合运输大通道供给结构优化理论与方法研究,吴群琪,长安大学
341.0,2011,管理学,规划基金项目,科学发展背景下滇西民族地区旅游产业区域合作模式研究,赵建军,大理学院
342.0,2011,管理学,规划基金项目,政策推动下大学创新团队知识共享动态机制研究,王丽丽,大连理工大学
343.0,2011,管理学,规划基金项目,国有企业高层管理团队的构成和内部运作方式对组织产出的影响研究,乔坤,大连理工大学
344.0,2011,管理学,规划基金项目,后危机阶段我国基础设施投建的减贫效果评价与后续政策选择研究,郭劲光,东北财经大学
345.0,2011,管理学,规划基金项目,基于行为经济学的会计舞弊形成机理及控制策略研究,陈艳,东北财经大学
346.0,2011,管理学,规划基金项目,基于软集理论的信息不完全的多指标群决策方法研究,尤天慧,东北大学
347.0,2011,管理学,规划基金项目,国有控股上市公司高层管理者绩效评价方法研究,黄芳,东北电力大学
348.0,2011,管理学,规划基金项目,金融危机后国际林产品贸易壁垒新趋势及中国林业企业的应对策略研究,吴国春,东北林业大学
349.0,2011,管理学,规划基金项目,基于等高线WTP的生态环境资源价值评价理论、方法及应用,敖长林,东北农业大学
350.0,2011,管理学,规划基金项目,考虑广告位位置及其信息影响和广告位具有保留价要求下的搜索引擎关键字拍卖研,张玉林,东南大学
351.0,2011,管理学,规划基金项目,企业薪酬管理：公平分配内在机理、偏好及员工薪酬管理满意感关系研究,马新建,东南大学
352.0,2011,管理学,规划基金项目,基于控制权私利的投资者保护问题研究,陈小怡,东南大学
353.0,2011,管理学,规划基金项目,中国跨国企业集团网络治理研究,汤谷良,对外经济贸易大学
354.0,2011,管理学,规划基金项目,我国央企产融结合风险的微观治理研究,王秀丽,对外经济贸易大学
355.0,2011,管理学,规划基金项目,会计信息质量、资源配置效率与产业升级研究,钱爱民,对外经济贸易大学
356.0,2011,管理学,规划基金项目,原产地领域研究及其政策实用性分析,徐进亮,对外经济贸易大学
357.0,2011,管理学,规划基金项目,城乡统筹视角下新农保的财政保障能力与保障机制研究,周志凯,对外经济贸易大学
358.0,2011,管理学,规划基金项目,基于心理资本和人力资本、社会资本的新生代产业工人成才机制研究,吴贵明,福建商业高等专科学校
359.0,2011,管理学,规划基金项目,非理性视角下社会网络与资本配置效率研究,黄莲琴,福州大学
360.0,2011,管理学,规划基金项目,基于集成视角的产业集群管理研究,吴秋明,福州大学
361.0,2011,管理学,规划基金项目,政绩工程的形成机理与治理对策：基于中国地方政府治理的实证研究,王希坤,复旦大学
362.0,2011,管理学,规划基金项目,我国企业政治网络联系的战略价值：理论发展与实证研究,孙霈,复旦大学
363.0,2011,管理学,规划基金项目,基于SNM理论的战略性新兴产业创新模式研究,张光宇,广东工业大学
364.0,2011,管理学,规划基金项目,基于创新网络的我国农业产业集群国际竞争力形成机理和评价的实证研究,任道纹,广东技术师范学院
365.0,2011,管理学,规划基金项目,基于双因素理论在线购买不信任前置因素归类理论框架在中国的实证研究,鄢平,广东科学技术职业学院
366.0,2011,管理学,规划基金项目,能源危机与资源效率提升能力建设研究－基于环境会计视角,郭秀珍,广东商学院
367.0,2011,管理学,规划基金项目,近年来广东珠三角地区劳动关系变化态势研究,董福荣,广东商学院
368.0,2011,管理学,规划基金项目,跨国并购、控制权转移与公司财富效应,余鹏翼,广东外语外贸大学
369.0,2011,管理学,规划基金项目,广西乡村微型旅游企业发展问题研究,文军,广西大学
370.0,2011,管理学,规划基金项目,公共科研机构的异化研究,郑霞,广州城市职业学院
371.0,2011,管理学,规划基金项目,城市成长管理中政府工具的选择与应用研究,王枫云,广州大学
372.0,2011,管理学,规划基金项目,网络环境下服务供应链运作绩效及风险控制研究,刘国生,广州铁路职业技术学
